case_id,customer_id,site_code,channel,issue_type,priority,created_at,first_response_seconds,handle_seconds,resolved_at,sla_target_seconds,sla_breached,agent_id
C100467,U14727,PHX1,phone,wrong_item,P3,2026-01-08 09:50:54,122,798,2026-01-08 10:26:28,259200,0,A136
C100111,U6680,DFW2,email,wrong_item,P3,2026-01-02 15:49:24,141,803,01/02/2026 16:15,259200,0,A166
C103722,U9524,DFW2,chat,delivery_delay,P2,2026-02-26 14:00:20,200,583,02/28/2026 20:03,172800,1,A165
C101358,U18653,PHX1,chat,damaged_item,P2,2026-01-22 08:49:33,301,499,2026-01-22 08:58:44,172800,0,A170
C102389,U9800,DFW2,phone,refund,P2,2026-02-06 20:05:50,116,317,06-02-2026 20:15,172800,0,A116
C101766,U18580,SEA3,chat,wrong_item,P1,2026-01-28 13:38:42,112,640,2026-01-28 13:50:38,86400,0,A101
C101082,U10165,JFK5,email,refund,P2,2026-01-18 12:45:38,323,554,2026-01-18 12:58:48,172800,0,A148
C103552,U14094,DFW2,phone,delivery_delay,P2,02/24/2026 18:20,241,775,2026-02-24 18:52:49,172800,0,A157
C101631,U11513,DFW2,chat,wrong_item,P3,01/26/2026 16:06,,622,26-01-2026 16:27,259200,0,A114
C101581,U14179,DFW2,chat,account,P3,2026-01-26 06:56:52,248,646,2026-01-26 07:09:34,259200,0,A154
C101662,U6821,SEA3,phone,refund,P2,2026-01-27 21:26:16,116,425,,172800,0,A117
C103859,U6979,DFW2,email,wrong_item,P2,2026-02-28 19:20:17,,1184,02/28/2026 19:42,172800,0,A177
C101171,U9552,SEA3,phone,damaged_item,P2,2026-01-19 11:00:55,380,642,2026-01-19 11:17:03,172800,0,A125
C100426,U10228,JFK5,phone,delivery_delay,P2,2026-01-07 22:49:42,296,954,2026-01-07 23:12:23,172800,0,
C100079,U6911,DFW2,email,account,P2,2026-01-02 13:30:01,248,649,02-01-2026 13:54,172800,0,A117
C101024,U11141,PHX1,chat,delivery_delay,P3,2026-01-16,,222,2026-01-16 07:52:29,259200,0,A108
C100607,U12644,PHX1,phone,,P3,01/10/2026 14:43,407,630,2026-01-10 14:55:05,259200,0,A163
C100415,U15305,SEA3,chat,damaged_item,P2,2026-01-07 15:30:08,124,488,2026-01-07 15:39:53,172800,0,A167
C103127,U5534,PHX1,phone,account,P3,17-02-2026 22:57,139,749,2026-02-17 23:19:19,259200,0,A123
C103555,U13886,DFW2,phone,payment,P2,24-02-2026 18:55,228,352,2026-02-28 08:49:24,172800,1,A108
C102375,U12893,JFK5,email,account,P2,06-02-2026 21:43,3915,8859,2026-02-07 04:20:29,172800,0,A170
C103520,U11589,DFW2,callback,delivery_delay,P3,23-02-2026 21:59,462,1180,2026-02-23 22:30:42,259200,0,A140
C101516,U11814,SEA3,chat,delivery_delay,P1,2026-01-24 09:08:05,191,714,2026-01-24 09:22:09,86400,0,A178
C101095,U7323,JFK5,phone,wrong_item,P3,2026-01-18 07:23:13,179,377,2026-01-21 20:38:19,259200,1,A133
C102732,U14576,JFK5,phone,delivery_delay,P2,2026-02-11 15:12:07,95,360,2026-02-11 15:25:39,172800,0,A138
C103248,U15381,PHX1,email,refund,P1,2026-02-19,367,1431,2026-02-19 20:01:53,86400,0,A105
C102975,U7489,JFK5,chat,payment,P3,2026-02-15 15:15:03,56,243,2026-02-15 15:19:22,259200,0,A130
C103465,U10930,SEA3,chat,payment,P3,2026-02-22 08:18:13,249,663,02/22/2026 08:32,259200,0,A133
C103058,U18839,SEA3,chat,wrong_item,P2,2026-02-16 07:30:53,299,529,2026-02-16 07:44:40,172800,0,A111
C101701,U10253,JFK5,email,payment,P2,2026-01-27 14:03:56,903,1599,2026-01-27 14:57:46,172800,0,A155
C101782,U9674,DFW2,phone,damaged_item,P3,2026-01-28 21:59:18,180,344,2026-01-28 22:14:59,259200,0,A142
C101497,U5610,SEA3,email,refund,P2,2026-01-23 15:57:54,703,1278,2026-01-23,172800,0,A131
C100364,U16476,PHX1,phone,damaged_item,P2,01/07/2026 14:18,99,486,2026-01-07 14:33:51,172800,0,
C102517,U8767,JFK5,phone,refund,P3,09-02-2026 13:21,107,680,2026-02-09 13:45:28,259200,0,A136
C100328,U13399,SEA3,email,account,P2,2026-01-06 21:43:30,120,565,2026-01-06 22:03:20,172800,0,A105
C103677,U10022,SEA3,email,damaged_item,P3,2026-02-26 12:03:48,281,580,2026-02-26 12:27:01,259200,0,A103
C100057,U9728,DFW2,chat,refund,P3,2026-01-01 19:07:34,139,256,01-01-2026 19:16,259200,0,A156
C103856,U17319,PHX1,email,account,P3,2026-02-28 19:54:01,338,1164,2026-02-28 20:31:55,259200,0,A149
C101137,U9762,DFW2,email,payment,P3,2026-01-19 10:45:04,413,1347,2026-01-19 11:25:13,259200,0,A129
C102938,U8569,JFK5,phone,delivery_delay,P3,2026-02-14 22:36:20,136,317,2026-02-14 22:45:32,259200,0,A168
C103752,U12179,DFW2,email,damaged_item,P1,2026-02-26 09:20:26,643,1206,2026-02-26 10:04:10,86400,0,A176
C103085,U12810,SEA3,email,wrong_item,P1,2026-02-17 14:50:46,315,1017,,86400,0,A161
C102368,U9506,PHX1,phone,wrong_item,P2,2026-02-06 16:21:31,307,671,2026-02-06 16:41:15,172800,0,A134
C100376,U14671,PHX1,chat,wrong_item,P2,2026-01-07 11:55:02,176,512,07-01-2026 12:11,172800,0,A132
C102798,U17749,JFK5,phone,damaged_item,P2,2026-02-12 08:02:00,153,520,2026-02-12 08:14:37,172800,0,A172
C102901,U16396,JFK5,email,payment,P2,2026-02-13 07:36:15,434,1354,,172800,0,A152
C103053,U12926,JFK5,chat,payment,P2,2026-02-16 06:42:32,289,483,2026-02-16 06:55:07,172800,0,A137
C102073,U9666,JFK5,email,delivery_delay,P1,2026-02-02 09:51:35,437,1081,2026-02-02 10:25:20,86400,0,A178
C100200,U14200,PHX1,chat,damaged_item,P3,01/04/2026 11:31,,663,01/04/2026 11:41,259200,0,A164
C100966,U11119,PHX1,chat,,P3,2026-01-16 17:41:51,162,639,,259200,0,A103
C101794,U7987,DFW2,email,refund,P2,2026-01-28 11:16:10,570,978,2026-01-31 00:04:34,172800,1,A102
C102590,U7172,SEA3,chat,payment,P3,2026-02-09 15:35:53,345,678,2026-02-09 16:05:27,259200,0,A125
C103658,U7767,JFK5,email,damaged_item,P2,2026-02-25 15:17:57,490,1336,2026-02-25 16:06:55,172800,0,A159
C101984,U15137,DFW2,phone,refund,P3,01/31/2026 08:02,112,308,2026-01-31 08:11:59,259200,0,A164
C102650,U7002,DFW2,email,delivery_delay,P2,2026-02-10 21:16:30,648,1345,02/10/2026 21:48,172800,0,A157
C102775,U16131,PHX1,phone,account,P2,2026-02-12 06:27:04,170,724,2026-02-12 06:57:18,172800,0,A129
C100416,U14218,JFK5,phone,payment,P2,2026-01-07 08:30:46,,565,2026-01-07 08:46:47,172800,0,A163
C103092,U18319,SEA3,phone,refund,P2,2026-02-17,340,553,02/17/2026 11:07,172800,0,A165
C102548,U11451,DFW2,email,damaged_item,P2,2026-02-09 11:47:12,297,672,2026-02-12 16:59:03,172800,1,A112
C103241,U14328,SEA3,email,wrong_item,P3,2026-02-19 22:15:44,410,1518,02/19/2026 23:05,259200,0,A134
C101250,U9823,JFK5,email,refund,P2,01/20/2026 20:05,567,1306,2026-01-20 20:35:18,172800,0,A102
C100964,U18671,SEA3,email,refund,P2,2026-01-16 11:54:10,390,1373,2026-01-16 12:55:37,172800,0,A138
C102260,U8845,DFW2,chat,damaged_item,P3,2026-02-04 15:09:00,197,348,09-02-2026 18:06,259200,1,A159
C101639,U5598,SEA3,phone,account,P2,01/26/2026 20:32,167,382,2026-01-26 20:46:49,172800,0,A152
C103618,U15944,DFW2,chat,payment,P1,2026-02-25 10:42:53,190,390,2026-02-25 10:54:06,86400,0,A133
C102363,U7820,DFW2,chat,wrong_item,P2,2026-02-06 10:22:42,137,580,,172800,0,A179
C100329,U18456,SEA3,chat,refund,P2,2026-01-06 10:03:10,246,526,06-01-2026 10:25,172800,0,A136
C102967,U11371,PHX1,phone,refund,P2,15-02-2026 20:16,149,688,2026-02-18 01:52:50,172800,1,A162
C103758,U12194,JFK5,phone,payment,P1,26-02-2026 18:21,143,825,2026-02-26 18:45:54,86400,0,A121
C100437,U5870,SEA3,chat,,P2,2026-01-08 19:45:58,194,653,2026-01-08 20:04:46,172800,0,A100
C103216,U16756,DFW2,callback,account,P3,2026-02-18 14:49:31,638,1219,2026-02-18 15:23:04,259200,0,A134
C101450,U18445,PHX1,callback,account,P3,2026-01-23 22:40:56,416,1177,,259200,0,A110
C100313,U12765,PHX1,chat,payment,P2,2026-01-06 17:59:32,,364,2026-01-06,172800,0,
C101493,U14952,JFK5,chat,damaged_item,P3,01/23/2026 15:47,231,533,23-01-2026 16:06,259200,0,A131
C103090,U14344,JFK5,email,refund,P3,02/17/2026 16:15,897,1487,2026-02-17 17:07:07,259200,0,A150
C103705,U17397,PHX1,phone,delivery_delay,P1,2026-02-26 22:30:08,266,520,2026-02-26 22:48:43,86400,0,A176
C101739,U6233,JFK5,chat,refund,P2,28-01-2026 06:42,332,707,2026-01-28 07:05:12,172800,0,A153
C101731,U16394,JFK5,email,delivery_delay,P2,2026-01-27 13:29:05,468,1057,2026-01-27 13:53:11,172800,0,
C102122,U15049,SEA3,chat,account,P2,2026-02-03 19:51:08,191,592,02/03/2026 20:13,172800,0,A179
C100669,U17474,PHX1,phone,delivery_delay,P3,2026-01-12 06:03:17,,399,2026-01-12 06:14:50,259200,0,A134
C103305,U9926,JFK5,email,wrong_item,P2,20-02-2026 10:07,296,1395,2026-02-20 11:08:53,172800,0,A119
C100820,U12271,PHX1,chat,delivery_delay,P1,2026-01-14 21:39:44,122,486,2026-01-14 21:55:10,86400,0,A150
C101773,U16202,PHX1,phone,refund,P2,2026-01-28 07:21:10,145,414,2026-01-28 07:32:13,172800,0,A120
C102610,U11543,SEA3,chat,damaged_item,P2,2026-02-10 13:03:59,339,571,2026-02-10 13:25:23,172800,0,A147
C100212,U7165,SEA3,email,refund,P2,2026-01-05 09:00:13,6495,11629,01/05/2026 17:59,172800,0,A161
C100348,U12836,JFK5,phone,damaged_item,P2,2026-01-06 21:57:56,309,707,2026-01-06 22:11:58,172800,0,A169
C103652,U6723,JFK5,callback,,P3,2026-02-25 16:23:01,195,612,02/25/2026 16:49,259200,0,A142
C101616,U15770,JFK5,email,delivery_delay,P3,2026-01-26 10:13:29,187,1158,2026-01-26 10:59:17,259200,0,A171
C101860,U12882,DFW2,phone,damaged_item,P2,2026-01-29 16:00:11,353,577,2026-01-29 16:14:56,172800,0,A118
C102128,U15871,JFK5,email,wrong_item,P3,2026-02-03 18:52:40,291,1298,2026-02-03 19:49:13,259200,0,A168
C100408,U18049,DFW2,chat,delivery_delay,P2,2026-01-07 10:25:26,184,671,2026-01-07 10:50:53,172800,0,A120
C102702,U6384,JFK5,chat,damaged_item,P2,02/11/2026 14:32,153,383,2026-02-11 14:49:36,172800,0,A158
C102356,U18023,SEA3,chat,wrong_item,P1,2026-02-06 06:00:21,121,237,2026-02-06 06:07:21,86400,0,A125
C101411,U16933,DFW2,phone,wrong_item,P2,2026-01-22 17:49:35,110,370,2026-01-22 18:06:32,172800,0,A146
C100848,U13761,PHX1,phone,payment,P3,2026-01-14,442,866,01/14/2026 20:27,259200,0,A159
C103665,U5724,SEA3,phone,refund,P1,2026-02-25 08:20:04,122,803,02/25/2026 08:46,86400,0,A111
C101841,U5842,JFK5,phone,damaged_item,P1,2026-01-29 22:17:45,166,821,31-01-2026 15:36,86400,1,A113
C102971,U17051,SEA3,chat,refund,P3,02/15/2026 16:14,230,611,2026-02-15 16:32:02,259200,0,A108
C103733,U7743,JFK5,phone,delivery_delay,P2,02/26/2026 22:47,175,393,26-02-2026 23:03,172800,0,
C101321,U18195,JFK5,email,payment,P3,2026-01-21 06:53:52,237,1299,2026-01-21 07:44:59,259200,0,A127
C102457,U16091,JFK5,phone,damaged_item,P3,2026-02-07 19:22:03,240,648,02/07/2026 19:35,259200,0,A135
C101185,U14198,PHX1,email,damaged_item,P2,2026-01-19 06:42:59,224,1165,2026-01-19 07:32:10,172800,0,A114
C103833,U14948,DFW2,chat,payment,P2,2026-02-27 06:42:10,96,249,,172800,1,A105
C100696,U6802,SEA3,email,refund,P2,2026-01-12 22:38:10,585,1296,01/12/2026 23:04,172800,0,A170
C102379,U14526,SEA3,chat,damaged_item,P3,2026-02-06 19:56:58,99,313,2026-02-06,259200,0,A126
C102932,U10246,PHX1,chat,delivery_delay,P1,2026-02-14 20:49:46,119,714,,86400,0,A132
C100627,U15176,PHX1,email,account,P1,2026-01-11 11:59:53,366,1124,2026-01-11 12:27:19,86400,0,A143
C100934,U9375,JFK5,chat,wrong_item,P3,2026-01-15 14:32:42,1496,9393,2026-01-15 19:15:10,259200,0,A159
C100095,U15930,PHX1,email,damaged_item,P2,2026-01-02,357,1226,02-01-2026 20:17,172800,0,A139
C103664,U9839,DFW2,chat,refund,P2,02/25/2026 11:45,338,548,2026-02-25 12:00:57,172800,0,A151
C100617,U12657,DFW2,chat,refund,P2,2026-01-11 07:27:22,152,622,2026-01-11 07:41:13,172800,0,A176
C100625,U13106,SEA3,phone,account,P2,2026-01-11 18:48:56,162,483,01/11/2026 19:01,172800,0,
C103229,U7825,PHX1,email,wrong_item,P3,2026-02-19 18:01:15,331,903,2026-02-19 18:40:11,259200,0,A176
C103643,U6349,DFW2,email,delivery_delay,P2,2026-02-25 09:22:29,792,1405,2026-02-25 10:03:39,172800,0,A157
C100700,U11064,DFW2,chat,payment,P2,2026-01-12 21:37:08,188,556,2026-01-16 02:47:34,172800,1,A131
C101048,U18646,JFK5,email,wrong_item,P2,2026-01-17 17:57:29,368,957,2026-01-17 18:20:04,172800,0,A179
C100882,U12944,DFW2,phone,damaged_item,P2,2026-01-15 15:51:10,50,313,2026-01-18 10:01:24,172800,1,A105
C101519,U18285,JFK5,email,,P1,01/24/2026 13:14,279,826,,86400,0,A133
C101732,U15002,JFK5,phone,refund,P3,2026-01-27,152,955,2026-01-27 14:21:13,259200,0,A153
C101213,U7722,DFW2,chat,wrong_item,P1,2026-01-20 17:02:34,117,328,2026-01-20 17:12:37,86400,0,A134
C100034,U5822,PHX1,chat,payment,P1,2026-01-01 21:25:15,147,618,2026-01-01 21:53:21,86400,0,A171
C101530,U13156,PHX1,callback,refund,P3,2026-01-24 07:24:19,110,463,2026-01-24 07:38:46,259200,0,A156
C101844,U12000,JFK5,chat,,P3,2026-01-29 17:27:32,149,232,2026-01-29 17:37:10,259200,0,A138
C102764,U8925,PHX1,phone,delivery_delay,P3,02/11/2026 20:55,293,736,2026-02-15 18:08:25,259200,1,
C101254,U10592,SEA3,callback,delivery_delay,P3,2026-01-20 06:53:52,243,1099,2026-01-20 07:35:39,259200,0,
C101476,U17992,DFW2,phone,payment,P2,23-01-2026 13:53,76,368,23-01-2026 14:01,172800,0,A162
C102705,U12472,JFK5,email,wrong_item,P1,2026-02-11,367,1035,2026-02-11 13:23:22,86400,0,A101
C103498,U12057,SEA3,chat,damaged_item,P3,2026-02-23 14:03:48,125,584,2026-02-28 04:52:51,259200,1,A113
C102919,U18748,PHX1,email,wrong_item,P2,2026-02-13 14:37:29,196,1023,02/13/2026 15:21,172800,0,A144
C103319,U17932,DFW2,phone,wrong_item,P3,2026-02-20 17:38:40,66,360,2026-02-20 17:48:46,259200,0,A167
C100036,U12206,DFW2,phone,wrong_item,P2,2026-01-01 20:57:10,512,952,01/01/2026 21:27,172800,0,A109
C103004,U17469,SEA3,email,refund,P3,2026-02-16 21:49:00,187,730,2026-02-22,259200,1,A137
C103116,U7514,JFK5,chat,refund,P2,2026-02-17 15:24:38,68,247,2026-02-17 15:30:59,172800,0,A147
C103032,U9444,DFW2,phone,payment,P2,2026-02-16 18:07:32,527,890,2026-02-16,172800,0,A135
C103247,U12389,PHX1,phone,payment,P3,2026-02-19 13:30:03,281,980,2026-02-19 13:53:18,259200,0,A146
C101377,U5503,DFW2,phone,wrong_item,P3,2026-01-22 08:28:28,461,980,,259200,0,A124
C100523,U6639,PHX1,chat,payment,P2,2026-01-09 22:57:26,131,382,01/09/2026 23:10,172800,0,A126
C103069,U5322,DFW2,chat,payment,P3,2026-02-17 10:36:15,124,285,2026-02-17 10:45:16,259200,0,A120
C100950,U13548,SEA3,chat,payment,P2,2026-01-15 13:48:16,166,578,01/15/2026 13:59,172800,0,A136
C103071,U10504,JFK5,phone,delivery_delay,P3,2026-02-17 11:44:40,279,723,,259200,0,A171
C103236,U8776,JFK5,chat,wrong_item,P3,2026-02-19 20:38:57,128,269,02/19/2026 20:44,259200,0,A172
C101283,U14381,JFK5,phone,payment,P2,2026-01-21 13:40:08,182,700,2026-01-21 14:11:37,172800,0,A113
C101848,U11296,SEA3,email,damaged_item,P2,29-01-2026 08:35,504,1316,2026-01-29 09:07:13,172800,0,A160
C102960,U15885,DFW2,chat,damaged_item,P2,2026-02-15 12:01:36,231,486,2026-02-15 12:10:37,172800,0,A127
C100098,U16298,SEA3,phone,wrong_item,P2,2026-01-02 19:36:25,75,321,2026-01-02 19:50:55,172800,0,A146
C101401,U7071,JFK5,chat,account,P2,22-01-2026 14:58,232,410,22-01-2026 15:09,172800,0,A100
C102715,U5969,PHX1,phone,refund,P2,2026-02-11 10:16:25,124,589,2026-02-11 10:42:43,172800,0,A111
C101582,U17271,JFK5,chat,damaged_item,P1,2026-01-26 19:37:13,315,601,01/26/2026 20:01,86400,0,A101
C101251,U7314,DFW2,email,refund,P3,2026-01-20 22:56:19,400,741,2026-01-20 23:27:06,259200,0,A155
C102024,U7909,PHX1,chat,account,P3,02/01/2026 20:41,73,411,06-02-2026 20:39,259200,1,A100
C101645,U9049,JFK5,callback,refund,P1,2026-01-26 09:52:06,387,738,2026-01-26 10:07:21,86400,0,A103
C103015,U10484,DFW2,callback,damaged_item,P2,2026-02-16 19:41:11,302,828,2026-02-16 19:57:11,172800,0,A144
C101150,U14801,PHX1,phone,,P2,2026-01-19 07:15:09,225,658,2026-01-19 07:39:23,172800,0,A137
C102100,U8991,PHX1,chat,delivery_delay,P2,02-02-2026 10:04,81,492,02/02/2026 10:20,172800,0,A127
C101108,U9190,SEA3,email,damaged_item,P2,01/18/2026 15:21,,605,2026-01-18 15:35:09,172800,0,A160
C101843,U9957,SEA3,email,wrong_item,P3,2026-01-29 08:47:02,841,1434,2026-01-29 09:19:05,259200,0,A134
C101447,U16751,SEA3,phone,damaged_item,P3,2026-01-23 15:49:48,183,741,2026-01-23 16:09:48,259200,0,A128
C100574,U17602,JFK5,email,delivery_delay,P2,2026-01-10 20:48:32,254,1205,2026-01-10 21:08:49,172800,0,A100
C103111,U16952,DFW2,chat,damaged_item,P2,2026-02-17 18:13:35,200,375,2026-02-20,172800,1,A128
C100674,U12648,PHX1,chat,refund,P3,01/12/2026 18:18,55,285,2026-01-12 18:30:34,259200,0,A121
C102922,U5556,SEA3,chat,refund,P3,2026-02-13 19:55:25,62,395,13-02-2026 20:10,259200,0,A174
C100308,U11322,DFW2,email,payment,P2,2026-01-06 09:42:22,186,601,01/06/2026 10:08,172800,0,A132
C100817,U12540,SEA3,phone,damaged_item,P1,2026-01-14 10:39:34,65,428,,86400,0,A106
C100521,U9056,PHX1,email,payment,P2,2026-01-09 17:51:47,458,1396,2026-01-09 18:31:16,172800,0,A130
C101101,U7255,SEA3,callback,damaged_item,P1,2026-01-18 18:23:29,366,1111,2026-01-18 18:47:15,86400,0,A142
C101422,U5747,PHX1,phone,refund,P3,2026-01-22 12:19:49,64,303,2026-01-22 12:25:38,259200,0,A164
C100011,U11537,SEA3,email,account,P2,2026-01-01 10:08:42,502,953,2026-01-01 10:44:47,172800,0,A147
C101760,U17412,DFW2,chat,wrong_item,P2,2026-01-28 18:06:00,163,257,28-01-2026 18:11,172800,0,A173
C103396,U14280,JFK5,chat,damaged_item,P1,2026-02-21,66,286,21-02-2026 11:07,86400,0,A113
C100363,U18106,SEA3,email,wrong_item,P2,01/07/2026 12:26,245,1294,2026-01-07 13:13:34,172800,0,A178
C103561,U16083,PHX1,phone,refund,P2,2026-02-24 17:13:01,,578,2026-02-24 17:36:01,172800,0,A178
C103416,U13945,PHX1,chat,,P3,02/21/2026 17:10,62,316,2026-02-21 17:17:02,259200,0,A103
C103078,U10414,SEA3,phone,payment,P2,2026-02-17 12:28:34,,685,02/17/2026 12:53,172800,0,
C102241,U14090,JFK5,chat,account,P2,2026-02-04 22:32:35,217,629,02/04/2026 22:46,172800,0,A166
C103446,U17399,DFW2,phone,wrong_item,P2,2026-02-22 11:33:32,288,916,2026-02-22 11:56:48,172800,0,A107
C102314,U17995,DFW2,phone,refund,P1,2026-02-05 19:06:46,318,639,05-02-2026 19:31,86400,0,A170
C101010,U16589,SEA3,chat,payment,P1,2026-01-16,178,380,2026-01-16 17:08:25,86400,0,A162
C100961,U7672,PHX1,email,damaged_item,P2,2026-01-16 16:17:43,276,893,2026-01-16 16:58:44,172800,0,A122
C102944,U6552,SEA3,phone,wrong_item,P1,2026-02-14 18:20:21,209,588,2026-02-14 18:38:57,86400,0,A139
C103077,U6300,SEA3,chat,delivery_delay,P2,2026-02-17 06:20:33,258,469,2026-02-17 06:32:36,172800,0,A175
C103809,U12635,DFW2,phone,wrong_item,P1,2026-02-27 06:16:25,513,854,2026-02-27 06:38:39,86400,0,A116
C103134,U8948,JFK5,phone,refund,P2,2026-02-18 07:55:07,162,498,2026-02-18 08:15:10,172800,0,A172
C102364,U17262,SEA3,email,account,P2,2026-02-06 21:23:57,702,1203,2026-02-06 22:00:23,172800,0,A157
C102843,U7511,PHX1,email,wrong_item,P2,2026-02-12 21:50:44,523,1212,2026-02-15 03:57:22,172800,1,A112
C102970,U9138,JFK5,chat,payment,P3,02/15/2026 22:23,90,547,,259200,0,A169
C102726,U9673,JFK5,phone,damaged_item,P3,11-02-2026 12:23,242,485,2026-02-11 12:38:55,259200,0,A135
C102616,U17189,SEA3,email,refund,P2,2026-02-10 21:57:27,132,617,,172800,1,A164
C103217,U11638,PHX1,email,damaged_item,P1,2026-02-19 22:58:58,663,1153,2026-02-19 23:48:19,86400,0,A130
C103006,U8803,SEA3,callback,refund,P3,2026-02-16 20:25:08,147,455,2026-02-21 11:53:33,259200,1,A173
C101190,U11884,JFK5,email,account,P3,2026-01-19 08:51:45,397,1129,2026-01-19 09:42:13,259200,0,A111
C101652,U16089,PHX1,chat,delivery_delay,P2,2026-01-26 20:07:26,394,618,2026-01-26 20:21:28,172800,0,A176
C101830,U9468,PHX1,callback,refund,P2,29-01-2026 22:37,250,456,2026-01-29 22:58:01,172800,0,A169
C100030,U16423,PHX1,callback,damaged_item,P2,2026-01-01 17:27:04,466,1157,01/01/2026 18:10,172800,0,A137
C102549,U6467,PHX1,phone,damaged_item,P3,2026-02-09 18:49:52,396,619,,259200,0,A143
C101716,U14165,JFK5,phone,delivery_delay,P2,2026-01-27 14:28:36,,848,2026-01-27 15:04:22,172800,0,A172
C103723,U14546,DFW2,phone,payment,P3,2026-02-26 17:19:46,199,496,2026-02-26 17:30:18,259200,0,A136
C101846,U16643,SEA3,chat,payment,P3,2026-01-29 20:45:58,117,339,29-01-2026 20:57,259200,0,A104
C100010,U6133,JFK5,email,delivery_delay,P3,01/01/2026 06:38,594,1010,,259200,1,A168
C103761,U11148,PHX1,chat,damaged_item,P1,2026-02-26 10:13:25,373,629,2026-02-26 10:27:59,86400,0,A162
C101913,U8635,PHX1,email,account,P2,2026-01-30 13:48:22,435,985,2026-01-30 14:09:38,172800,0,A179
C103187,U7787,JFK5,email,account,P2,2026-02-18 11:55:16,160,732,2026-02-18 12:23:48,172800,0,A104
C100657,U17800,DFW2,chat,wrong_item,P2,12-01-2026 15:10,140,375,2026-01-12 15:24:23,172800,0,A161
C103590,U16638,SEA3,chat,wrong_item,P1,2026-02-24,195,716,2026-02-24 14:33:46,86400,0,
C102928,U6243,SEA3,phone,account,P2,2026-02-14 15:53:55,115,334,2026-02-14 16:01:11,172800,0,A150
C103535,U16396,PHX1,phone,payment,P3,2026-02-23 08:25:08,385,744,2026-02-23 08:49:30,259200,0,A152
C103373,U7733,PHX1,chat,refund,P2,2026-02-20 17:51:15,,478,2026-02-20 18:03:17,172800,0,A140
C101819,U8436,SEA3,phone,wrong_item,P2,01/28/2026 19:40,139,438,2026-01-28 19:49:59,172800,0,A146
C102598,U17492,JFK5,callback,account,P3,2026-02-10 07:33:36,,1081,02/10/2026 07:54,259200,0,A170
C100886,U16707,DFW2,email,wrong_item,P2,01/15/2026 08:14,7266,14143,2026-01-15 18:54:59,172800,0,A113
C100634,U10410,JFK5,phone,payment,P2,2026-01-11 19:27:43,488,901,,172800,0,A172
C103397,U15440,PHX1,chat,delivery_delay,P1,2026-02-21 06:36:22,259,455,2026-02-22 15:40:29,86400,1,A121
C102622,U12433,SEA3,chat,refund,P2,02/10/2026 18:54,289,715,2026-02-10 19:15:37,172800,0,A141
C102947,U15633,PHX1,phone,account,P3,2026-02-14 21:57:15,183,627,,259200,0,A147
C100360,U13576,DFW2,callback,account,P2,2026-01-07 20:55:34,477,1025,2026-01-07 21:32:49,172800,0,A168
C101758,U15517,SEA3,email,delivery_delay,P3,2026-01-28 06:28:39,272,1202,2026-01-28 07:16:43,259200,0,A137
C103613,U18311,SEA3,phone,refund,P2,02/24/2026 11:44,,585,2026-02-24 12:09:36,172800,0,A129
C103612,U9580,DFW2,chat,payment,P3,2026-02-24 18:28:43,309,514,2026-02-24 18:48:17,259200,0,A153
C103209,U13689,DFW2,email,damaged_item,P3,2026-02-18 17:10:23,238,1097,2026-02-24 01:04:08,259200,1,A105
C100225,U13450,PHX1,email,payment,P2,2026-01-05 13:20:15,624,1283,2026-01-05 13:45:41,172800,0,A105
C100131,U9961,JFK5,callback,refund,P2,2026-01-02 11:10:20,233,500,02-01-2026 11:27,172800,0,A178
C101849,U14990,JFK5,phone,damaged_item,P3,2026-01-29 14:24:11,163,857,2026-01-29 14:55:07,259200,0,A114
C103893,U10009,PHX1,chat,damaged_item,P2,03/01/2026 09:24,304,556,2026-03-01 09:36:49,172800,0,A132
C103736,U16823,PHX1,chat,wrong_item,P2,2026-02-26 07:19:40,,345,2026-02-26 07:33:26,172800,0,
C103231,U19000,PHX1,email,wrong_item,P3,2026-02-19 14:08:17,465,748,02/19/2026 14:31,259200,0,A160
C102228,U5314,DFW2,phone,damaged_item,P3,2026-02-04 19:28:23,587,936,,259200,0,A135
C103104,U15796,PHX1,phone,,P2,2026-02-17 20:50:15,330,626,2026-02-17,172800,0,A116
C100355,U7745,SEA3,email,payment,P2,01/06/2026 11:49,,680,01/06/2026 12:13,172800,0,A143
C101046,U17016,DFW2,phone,refund,P3,17-01-2026 20:26,584,941,17-01-2026 20:46,259200,0,A157
C101501,U9859,PHX1,phone,wrong_item,P2,2026-01-23 15:12:16,157,374,2026-01-23 15:23:03,172800,0,A123
C103365,U9559,SEA3,email,payment,P2,2026-02-20 15:55:05,379,716,20-02-2026 16:22,172800,0,A120
C103896,U12594,PHX1,email,delivery_delay,P2,2026-03-01 15:41:39,752,1248,2026-03-04,172800,1,A163
C101932,U5980,JFK5,phone,refund,P2,2026-01-30 08:08:01,278,788,2026-01-30 08:24:07,172800,0,A119
C100278,U5313,SEA3,phone,refund,P2,2026-01-05 22:21:27,155,667,2026-01-05 22:50:49,172800,0,A129
C101744,U17357,PHX1,chat,wrong_item,P2,2026-01-28 11:35:58,164,347,2026-01-28 11:46:44,172800,0,A137
C100663,U16568,DFW2,email,payment,P1,2026-01-12 10:16:38,3654,18631,2026-01-12 22:13:50,86400,0,A175
C102816,U11329,PHX1,phone,wrong_item,P2,2026-02-12 14:40:16,214,347,02/12/2026 14:49,172800,0,A111
