created_date,agent_id,team,manager,handled_cases,avg_handle_seconds,sla_breach_pct
2026-01-21,A121,T3_accounts,M-Kim,5,809.60,0.00
2026-01-21,A122,T3_accounts,M-Rita,2,575.00,0.00
2026-01-21,A123,T3_accounts,M-Javier,1,545.00,0.00
2026-01-21,A124,T1_returns,M-Javier,1,949.00,0.00
2026-01-21,A125,T3_accounts,M-Rita,1,843.00,0.00
2026-01-21,A127,T1_returns,M-Anika,1,11914.00,0.00
2026-01-21,A129,T1_returns,M-Anika,1,442.00,0.00
2026-01-21,A131,T1_returns,M-Rita,3,929.33,0.00
2026-01-21,A134,T2_delivery,M-Kim,2,426.00,0.00
2026-01-21,A136,T3_accounts,M-Anika,1,376.00,0.00
2026-01-21,A137,T2_delivery,M-Kim,1,562.00,0.00
2026-01-21,A138,T1_returns,M-Rita,1,760.00,0.00
2026-01-21,A139,T3_accounts,M-Rita,2,438.00,0.00
2026-01-21,A140,T1_returns,M-Javier,1,778.00,0.00
2026-01-21,A142,T1_returns,M-Kim,2,1150.50,0.00
2026-01-21,A143,T1_returns,M-Rita,1,527.00,0.00
2026-01-21,A146,T2_delivery,M-Rita,1,907.00,0.00
2026-01-21,A148,T2_delivery,M-Kim,2,1279.50,0.00
2026-01-21,A149,T1_returns,M-Javier,1,472.00,0.00
2026-01-21,A150,T3_accounts,M-Kim,4,463.00,0.00
2026-01-21,A151,T2_delivery,M-Anika,1,694.00,0.00
2026-01-21,A152,T2_delivery,M-Anika,1,851.00,0.00
2026-01-21,A153,T2_delivery,M-Kim,2,692.00,0.00
2026-01-21,A154,T2_delivery,M-Kim,1,319.00,0.00
2026-01-21,A155,T2_delivery,M-Javier,3,559.67,0.00
2026-01-21,A157,T1_returns,M-Rita,2,484.50,0.00
2026-01-21,A158,T2_delivery,M-Kim,1,984.00,0.00
2026-01-21,A159,T3_accounts,M-Javier,1,469.00,0.00
2026-01-21,A161,T3_accounts,M-Kim,1,908.00,0.00
2026-01-21,A162,T1_returns,M-Kim,1,1298.00,0.00
2026-01-21,A163,T2_delivery,M-Anika,2,852.00,0.00
2026-01-21,A164,T1_returns,M-Anika,1,576.00,0.00
2026-01-21,A165,T2_delivery,M-Anika,1,1102.00,0.00
2026-01-21,A167,T2_delivery,M-Javier,1,844.00,0.00
2026-01-21,A169,T3_accounts,M-Kim,1,1249.00,0.00
2026-01-21,A170,T3_accounts,M-Javier,2,778.00,0.00
2026-01-21,A173,T1_returns,M-Anika,1,570.00,0.00
2026-01-21,A175,T1_returns,M-Anika,1,288.00,0.00
2026-01-21,A176,T2_delivery,M-Anika,1,465.00,0.00
2026-01-21,A999,unknown,unknown,6,548.83,0.00
2026-01-22,A100,T3_accounts,M-Kim,4,742.25,0.00
2026-01-22,A103,T2_delivery,M-Anika,1,235.00,0.00
2026-01-22,A104,T3_accounts,M-Javier,1,587.00,0.00
2026-01-22,A105,T1_returns,M-Javier,1,901.00,0.00
2026-01-22,A109,T3_accounts,M-Rita,1,638.00,0.00
2026-01-22,A110,T2_delivery,M-Anika,1,600.00,0.00
2026-01-22,A111,T1_returns,M-Anika,2,973.00,0.00
2026-01-22,A112,T3_accounts,M-Kim,1,801.00,0.00
2026-01-22,A113,T1_returns,M-Anika,2,1024.00,0.00
2026-01-22,A114,T2_delivery,M-Anika,1,951.00,0.00
2026-01-22,A115,T1_returns,M-Kim,2,465.50,0.00
2026-01-22,A116,T2_delivery,M-Kim,2,463.50,0.00
2026-01-22,A117,T2_delivery,M-Kim,2,1103.50,0.00
2026-01-22,A118,T1_returns,M-Javier,2,616.00,0.00
2026-01-22,A119,T3_accounts,M-Kim,1,491.00,0.00
2026-01-22,A121,T3_accounts,M-Kim,2,553.50,0.00
2026-01-22,A122,T3_accounts,M-Rita,2,522.00,0.00
2026-01-22,A123,T3_accounts,M-Javier,3,785.33,0.00
2026-01-22,A124,T1_returns,M-Javier,2,616.50,0.00
2026-01-22,A125,T3_accounts,M-Rita,1,857.00,0.00
2026-01-22,A126,T3_accounts,M-Rita,1,335.00,0.00
2026-01-22,A127,T1_returns,M-Anika,2,638.00,0.00
2026-01-22,A128,T3_accounts,M-Anika,1,878.00,0.00
2026-01-22,A130,T1_returns,M-Rita,2,348.50,0.00
2026-01-22,A131,T1_returns,M-Rita,2,389.50,0.00
2026-01-22,A132,T3_accounts,M-Anika,3,1021.00,0.00
2026-01-22,A136,T3_accounts,M-Anika,1,367.00,0.00
2026-01-22,A137,T2_delivery,M-Kim,2,612.50,0.00
2026-01-22,A139,T3_accounts,M-Rita,1,408.00,0.00
2026-01-22,A141,T2_delivery,M-Rita,1,377.00,0.00
2026-01-22,A142,T1_returns,M-Kim,1,613.00,0.00
2026-01-22,A143,T1_returns,M-Rita,4,652.25,0.00
2026-01-22,A148,T2_delivery,M-Kim,1,641.00,0.00
2026-01-22,A149,T1_returns,M-Javier,2,864.00,0.00
2026-01-22,A150,T3_accounts,M-Kim,2,514.50,0.00
2026-01-22,A151,T2_delivery,M-Anika,1,958.00,0.00
2026-01-22,A153,T2_delivery,M-Kim,1,593.00,0.00
2026-01-22,A156,T2_delivery,M-Javier,1,540.00,0.00
2026-01-22,A159,T3_accounts,M-Javier,1,998.00,0.00
2026-01-22,A164,T1_returns,M-Anika,1,395.00,0.00
2026-01-22,A165,T2_delivery,M-Anika,1,537.00,0.00
2026-01-22,A166,T2_delivery,M-Kim,3,806.67,0.00
2026-01-22,A167,T2_delivery,M-Javier,2,878.50,0.00
2026-01-22,A168,T3_accounts,M-Anika,2,444.50,0.00
2026-01-22,A169,T3_accounts,M-Kim,2,670.50,0.00
2026-01-22,A170,T3_accounts,M-Javier,1,737.00,0.00
2026-01-22,A171,T2_delivery,M-Javier,1,343.00,0.00
2026-01-22,A173,T1_returns,M-Anika,1,806.00,0.00
2026-01-22,A175,T1_returns,M-Anika,2,827.50,0.00
2026-01-22,A177,T2_delivery,M-Javier,5,867.40,0.00
2026-01-22,A178,T1_returns,M-Kim,3,926.33,0.00
2026-01-22,A179,T2_delivery,M-Javier,1,505.00,0.00
2026-01-22,A999,unknown,unknown,4,702.00,0.00
2026-01-23,A102,T1_returns,M-Rita,1,826.00,0.00
2026-01-23,A107,T2_delivery,M-Rita,2,815.50,0.00
2026-01-23,A108,T1_returns,M-Rita,1,582.00,0.00
2026-01-23,A110,T2_delivery,M-Anika,2,439.50,0.00
2026-01-23,A111,T1_returns,M-Anika,2,1001.50,0.00
2026-01-23,A112,T3_accounts,M-Kim,1,1302.00,0.00
2026-01-23,A113,T1_returns,M-Anika,1,842.00,0.00
2026-01-23,A114,T2_delivery,M-Anika,1,346.00,0.00
2026-01-23,A115,T1_returns,M-Kim,1,647.00,0.00
2026-01-23,A117,T2_delivery,M-Kim,1,353.00,0.00
2026-01-23,A118,T1_returns,M-Javier,1,1051.00,0.00
2026-01-23,A120,T2_delivery,M-Kim,1,979.00,0.00
2026-01-23,A121,T3_accounts,M-Kim,1,1433.00,0.00
2026-01-23,A122,T3_accounts,M-Rita,1,10084.00,0.00
2026-01-23,A124,T1_returns,M-Javier,1,383.00,0.00
2026-01-23,A125,T3_accounts,M-Rita,2,680.50,0.00
2026-01-23,A126,T3_accounts,M-Rita,3,511.33,0.00
2026-01-23,A127,T1_returns,M-Anika,1,1121.00,0.00
2026-01-23,A128,T3_accounts,M-Anika,1,1537.00,0.00
2026-01-23,A129,T1_returns,M-Anika,1,299.00,0.00
2026-01-23,A133,T1_returns,M-Javier,1,778.00,0.00
2026-01-23,A134,T2_delivery,M-Kim,1,244.00,0.00
2026-01-23,A139,T3_accounts,M-Rita,1,624.00,0.00
2026-01-23,A141,T2_delivery,M-Rita,1,709.00,0.00
2026-01-23,A144,T2_delivery,M-Rita,1,522.00,0.00
2026-01-23,A146,T2_delivery,M-Rita,1,1577.00,0.00
2026-01-23,A150,T3_accounts,M-Kim,1,681.00,0.00
2026-01-23,A153,T2_delivery,M-Kim,1,726.00,0.00
2026-01-23,A155,T2_delivery,M-Javier,1,1502.00,0.00
2026-01-23,A156,T2_delivery,M-Javier,2,494.50,0.00
2026-01-23,A159,T3_accounts,M-Javier,1,338.00,0.00
2026-01-23,A160,T2_delivery,M-Kim,1,249.00,0.00
2026-01-23,A162,T1_returns,M-Kim,1,655.00,0.00
2026-01-23,A165,T2_delivery,M-Anika,1,599.00,0.00
2026-01-23,A166,T2_delivery,M-Kim,1,539.00,0.00
2026-01-23,A167,T2_delivery,M-Javier,3,619.67,0.00
2026-01-23,A168,T3_accounts,M-Anika,2,344.00,0.00
2026-01-23,A169,T3_accounts,M-Kim,1,884.00,0.00
2026-01-23,A170,T3_accounts,M-Javier,4,1146.75,0.00
2026-01-23,A171,T2_delivery,M-Javier,1,11914.00,0.00
2026-01-23,A173,T1_returns,M-Anika,3,651.00,0.00
2026-01-23,A175,T1_returns,M-Anika,3,363.67,0.00
2026-01-23,A177,T2_delivery,M-Javier,1,1203.00,0.00
2026-01-23,A178,T1_returns,M-Kim,1,329.00,0.00
2026-01-23,A179,T2_delivery,M-Javier,1,543.00,0.00
2026-01-23,A999,unknown,unknown,4,511.00,0.00
2026-01-24,A100,T3_accounts,M-Kim,1,1151.00,0.00
2026-01-24,A106,T1_returns,M-Anika,1,633.00,0.00
2026-01-24,A118,T1_returns,M-Javier,2,487.50,0.00
2026-01-24,A120,T2_delivery,M-Kim,1,861.00,0.00
2026-01-24,A121,T3_accounts,M-Kim,2,1273.00,0.00
2026-01-24,A129,T1_returns,M-Anika,2,1534.50,0.00
2026-01-24,A131,T1_returns,M-Rita,1,265.00,0.00
2026-01-24,A134,T2_delivery,M-Kim,1,892.00,0.00
2026-01-24,A135,T3_accounts,M-Kim,1,1398.00,0.00
2026-01-24,A141,T2_delivery,M-Rita,1,1557.00,0.00
2026-01-24,A144,T2_delivery,M-Rita,1,596.00,0.00
2026-01-24,A145,T2_delivery,M-Anika,1,543.00,0.00
2026-01-24,A146,T2_delivery,M-Rita,1,425.00,0.00
2026-01-24,A148,T2_delivery,M-Kim,1,271.00,0.00
2026-01-24,A150,T3_accounts,M-Kim,1,686.00,0.00
2026-01-24,A151,T2_delivery,M-Anika,1,855.00,0.00
2026-01-24,A156,T2_delivery,M-Javier,1,781.00,0.00
2026-01-24,A157,T1_returns,M-Rita,2,600.50,0.00
2026-01-24,A161,T3_accounts,M-Kim,1,1048.00,0.00
2026-01-24,A162,T1_returns,M-Kim,2,717.50,0.00
2026-01-24,A168,T3_accounts,M-Anika,4,903.25,0.00
2026-01-24,A173,T1_returns,M-Anika,1,653.00,0.00
2026-01-24,A176,T2_delivery,M-Anika,1,372.00,0.00
2026-01-24,A178,T1_returns,M-Kim,1,647.00,0.00
2026-01-24,A999,unknown,unknown,2,712.00,0.00
2026-01-25,A100,T3_accounts,M-Kim,1,392.00,0.00
2026-01-25,A108,T1_returns,M-Rita,2,923.00,0.00
2026-01-25,A110,T2_delivery,M-Anika,1,679.00,0.00
2026-01-25,A111,T1_returns,M-Anika,1,443.00,0.00
2026-01-25,A112,T3_accounts,M-Kim,1,499.00,0.00
2026-01-25,A113,T1_returns,M-Anika,1,671.00,0.00
2026-01-25,A114,T2_delivery,M-Anika,1,466.00,0.00
2026-01-25,A116,T2_delivery,M-Kim,1,567.00,0.00
2026-01-25,A124,T1_returns,M-Javier,1,586.00,0.00
2026-01-25,A129,T1_returns,M-Anika,1,1349.00,0.00
2026-01-25,A132,T3_accounts,M-Anika,1,661.00,0.00
2026-01-25,A135,T3_accounts,M-Kim,2,603.50,0.00
2026-01-25,A154,T2_delivery,M-Kim,1,667.00,0.00
2026-01-25,A159,T3_accounts,M-Javier,1,309.00,0.00
2026-01-25,A169,T3_accounts,M-Kim,1,236.00,0.00
2026-01-25,A171,T2_delivery,M-Javier,2,545.50,0.00
2026-01-25,A175,T1_returns,M-Anika,1,1513.00,0.00
2026-01-25,A999,unknown,unknown,2,6070.50,0.00
2026-01-26,A101,T2_delivery,M-Rita,1,1204.00,0.00
2026-01-26,A103,T2_delivery,M-Anika,1,399.00,0.00
2026-01-26,A104,T3_accounts,M-Javier,1,615.00,0.00
2026-01-26,A105,T1_returns,M-Javier,2,682.00,0.00
2026-01-26,A106,T1_returns,M-Anika,4,972.25,0.00
2026-01-26,A107,T2_delivery,M-Rita,3,727.33,0.00
2026-01-26,A109,T3_accounts,M-Rita,1,1334.00,0.00
2026-01-26,A111,T1_returns,M-Anika,2,6242.00,0.00
2026-01-26,A112,T3_accounts,M-Kim,1,1160.00,0.00
2026-01-26,A113,T1_returns,M-Anika,1,433.00,0.00
2026-01-26,A114,T2_delivery,M-Anika,3,340.67,0.00
2026-01-26,A115,T1_returns,M-Kim,1,253.00,0.00
2026-01-26,A117,T2_delivery,M-Kim,2,1177.50,0.00
2026-01-26,A118,T1_returns,M-Javier,3,1355.33,0.00
2026-01-26,A119,T3_accounts,M-Kim,1,788.00,0.00
2026-01-26,A121,T3_accounts,M-Kim,1,440.00,0.00
2026-01-26,A122,T3_accounts,M-Rita,3,880.67,0.00
2026-01-26,A124,T1_returns,M-Javier,1,579.00,0.00
2026-01-26,A125,T3_accounts,M-Rita,1,488.00,0.00
2026-01-26,A126,T3_accounts,M-Rita,1,779.00,0.00
2026-01-26,A127,T1_returns,M-Anika,2,559.50,0.00
2026-01-26,A129,T1_returns,M-Anika,1,310.00,0.00
2026-01-26,A130,T1_returns,M-Rita,2,610.50,0.00
2026-01-26,A132,T3_accounts,M-Anika,1,1261.00,0.00
2026-01-26,A133,T1_returns,M-Javier,1,804.00,0.00
2026-01-26,A135,T3_accounts,M-Kim,1,360.00,0.00
2026-01-26,A137,T2_delivery,M-Kim,1,865.00,0.00
2026-01-26,A138,T1_returns,M-Rita,1,481.00,0.00
2026-01-26,A139,T3_accounts,M-Rita,1,1177.00,0.00
2026-01-26,A141,T2_delivery,M-Rita,1,539.00,0.00
2026-01-26,A142,T1_returns,M-Kim,1,447.00,0.00
2026-01-26,A143,T1_returns,M-Rita,1,650.00,0.00
2026-01-26,A144,T2_delivery,M-Rita,2,904.50,0.00
2026-01-26,A145,T2_delivery,M-Anika,2,455.00,0.00
2026-01-26,A146,T2_delivery,M-Rita,2,358.50,0.00
2026-01-26,A147,T3_accounts,M-Kim,4,2412.50,0.00
2026-01-26,A149,T1_returns,M-Javier,1,328.00,0.00
2026-01-26,A150,T3_accounts,M-Kim,1,550.00,0.00
2026-01-26,A152,T2_delivery,M-Anika,1,336.00,0.00
2026-01-26,A155,T2_delivery,M-Javier,1,1094.00,0.00
2026-01-26,A158,T2_delivery,M-Kim,1,1213.00,0.00
2026-01-26,A159,T3_accounts,M-Javier,1,266.00,0.00
2026-01-26,A162,T1_returns,M-Kim,1,450.00,0.00
2026-01-26,A164,T1_returns,M-Anika,3,550.33,0.00
2026-01-26,A165,T2_delivery,M-Anika,3,920.67,0.00
2026-01-26,A166,T2_delivery,M-Kim,1,222.00,0.00
2026-01-26,A167,T2_delivery,M-Javier,1,717.00,0.00
2026-01-26,A169,T3_accounts,M-Kim,2,699.00,0.00
2026-01-26,A170,T3_accounts,M-Javier,1,283.00,0.00
2026-01-26,A172,T2_delivery,M-Rita,2,591.50,0.00
2026-01-26,A174,T2_delivery,M-Kim,1,900.00,0.00
2026-01-26,A175,T1_returns,M-Anika,1,631.00,0.00
2026-01-26,A178,T1_returns,M-Kim,2,382.50,0.00
2026-01-26,A179,T2_delivery,M-Javier,3,875.00,0.00
2026-01-26,A999,unknown,unknown,2,6263.50,0.00
2026-01-27,A100,T3_accounts,M-Kim,1,1303.00,0.00
2026-01-27,A101,T2_delivery,M-Rita,1,1119.00,0.00
2026-01-27,A102,T1_returns,M-Rita,1,611.00,0.00
2026-01-27,A104,T3_accounts,M-Javier,2,659.50,0.00
2026-01-27,A105,T1_returns,M-Javier,3,517.67,0.00
2026-01-27,A106,T1_returns,M-Anika,2,751.00,0.00
2026-01-27,A108,T1_returns,M-Rita,1,612.00,0.00
2026-01-27,A109,T3_accounts,M-Rita,2,608.50,0.00
2026-01-27,A113,T1_returns,M-Anika,1,617.00,0.00
2026-01-27,A114,T2_delivery,M-Anika,1,1246.00,0.00
2026-01-27,A115,T1_returns,M-Kim,3,523.00,0.00
2026-01-27,A116,T2_delivery,M-Kim,1,348.00,0.00
2026-01-27,A117,T2_delivery,M-Kim,2,755.50,0.00
2026-01-27,A118,T1_returns,M-Javier,1,639.00,0.00
2026-01-27,A119,T3_accounts,M-Kim,1,695.00,0.00
2026-01-27,A120,T2_delivery,M-Kim,2,555.50,0.00
2026-01-27,A121,T3_accounts,M-Kim,3,993.00,0.00
2026-01-27,A122,T3_accounts,M-Rita,1,651.00,0.00
2026-01-27,A123,T3_accounts,M-Javier,1,586.00,0.00
2026-01-27,A126,T3_accounts,M-Rita,1,671.00,0.00
2026-01-27,A127,T1_returns,M-Anika,1,539.00,0.00
2026-01-27,A129,T1_returns,M-Anika,2,867.50,0.00
2026-01-27,A131,T1_returns,M-Rita,1,533.00,0.00
2026-01-27,A132,T3_accounts,M-Anika,1,898.00,0.00
2026-01-27,A134,T2_delivery,M-Kim,1,400.00,0.00
2026-01-27,A136,T3_accounts,M-Anika,1,790.00,0.00
2026-01-27,A137,T2_delivery,M-Kim,2,426.00,0.00
2026-01-27,A138,T1_returns,M-Rita,3,813.00,0.00
2026-01-27,A139,T3_accounts,M-Rita,3,770.00,0.00
2026-01-27,A140,T1_returns,M-Javier,2,779.50,0.00
2026-01-27,A141,T2_delivery,M-Rita,2,574.00,0.00
2026-01-27,A142,T1_returns,M-Kim,2,305.50,0.00
2026-01-27,A143,T1_returns,M-Rita,2,533.50,0.00
2026-01-27,A145,T2_delivery,M-Anika,1,557.00,0.00
2026-01-27,A149,T1_returns,M-Javier,2,453.50,0.00
2026-01-27,A151,T2_delivery,M-Anika,2,897.50,0.00
2026-01-27,A152,T2_delivery,M-Anika,4,789.25,0.00
2026-01-27,A154,T2_delivery,M-Kim,1,673.00,0.00
2026-01-27,A155,T2_delivery,M-Javier,2,1136.00,0.00
2026-01-27,A156,T2_delivery,M-Javier,1,673.00,0.00
2026-01-27,A157,T1_returns,M-Rita,1,866.00,0.00
2026-01-27,A158,T2_delivery,M-Kim,1,459.00,0.00
2026-01-27,A159,T3_accounts,M-Javier,1,969.00,0.00
2026-01-27,A160,T2_delivery,M-Kim,1,841.00,0.00
2026-01-27,A165,T2_delivery,M-Anika,1,492.00,0.00
2026-01-27,A167,T2_delivery,M-Javier,3,814.00,0.00
2026-01-27,A168,T3_accounts,M-Anika,2,581.50,0.00
2026-01-27,A169,T3_accounts,M-Kim,1,667.00,0.00
2026-01-27,A170,T3_accounts,M-Javier,1,714.00,0.00
2026-01-27,A171,T2_delivery,M-Javier,1,648.00,0.00
2026-01-27,A172,T2_delivery,M-Rita,1,803.00,0.00
2026-01-27,A173,T1_returns,M-Anika,2,514.00,0.00
2026-01-27,A176,T2_delivery,M-Anika,1,588.00,0.00
2026-01-27,A177,T2_delivery,M-Javier,1,449.00,0.00
2026-01-27,A178,T1_returns,M-Kim,2,616.00,0.00
2026-01-27,A999,unknown,unknown,4,421.25,0.00
2026-01-28,A102,T1_returns,M-Rita,1,606.00,0.00
2026-01-28,A104,T3_accounts,M-Javier,1,627.00,0.00
2026-01-28,A105,T1_returns,M-Javier,1,1169.00,0.00
2026-01-28,A106,T1_returns,M-Anika,1,635.00,0.00
2026-01-28,A107,T2_delivery,M-Rita,2,6218.50,0.00
2026-01-28,A108,T1_returns,M-Rita,1,507.00,0.00
2026-01-28,A109,T3_accounts,M-Rita,1,751.00,0.00
2026-01-28,A110,T2_delivery,M-Anika,1,999.00,0.00
2026-01-28,A115,T1_returns,M-Kim,1,563.00,0.00
2026-01-28,A116,T2_delivery,M-Kim,1,623.00,0.00
2026-01-28,A118,T1_returns,M-Javier,2,889.50,0.00
2026-01-28,A121,T3_accounts,M-Kim,1,1229.00,0.00
2026-01-28,A124,T1_returns,M-Javier,2,752.00,0.00
2026-01-28,A125,T3_accounts,M-Rita,1,775.00,0.00
2026-01-28,A126,T3_accounts,M-Rita,1,884.00,0.00
2026-01-28,A128,T3_accounts,M-Anika,2,604.50,0.00
2026-01-28,A133,T1_returns,M-Javier,2,669.50,0.00
2026-01-28,A137,T2_delivery,M-Kim,3,564.67,0.00
2026-01-28,A138,T1_returns,M-Rita,2,959.50,0.00
2026-01-28,A140,T1_returns,M-Javier,2,586.50,0.00
2026-01-28,A141,T2_delivery,M-Rita,2,630.00,0.00
2026-01-28,A143,T1_returns,M-Rita,1,438.00,0.00
2026-01-28,A145,T2_delivery,M-Anika,1,931.00,0.00
2026-01-28,A146,T2_delivery,M-Rita,1,420.00,0.00
2026-01-28,A149,T1_returns,M-Javier,1,328.00,0.00
2026-01-28,A153,T2_delivery,M-Kim,1,538.00,0.00
2026-01-28,A155,T2_delivery,M-Javier,1,540.00,0.00
2026-01-28,A158,T2_delivery,M-Kim,1,860.00,0.00
2026-01-28,A160,T2_delivery,M-Kim,1,1568.00,0.00
2026-01-28,A161,T3_accounts,M-Kim,1,492.00,0.00
2026-01-28,A162,T1_returns,M-Kim,1,1086.00,0.00
2026-01-28,A163,T2_delivery,M-Anika,1,307.00,0.00
2026-01-28,A165,T2_delivery,M-Anika,1,552.00,0.00
2026-01-28,A166,T2_delivery,M-Kim,1,735.00,0.00
2026-01-28,A168,T3_accounts,M-Anika,2,506.50,0.00
2026-01-28,A169,T3_accounts,M-Kim,1,590.00,0.00
2026-01-28,A171,T2_delivery,M-Javier,1,596.00,0.00
2026-01-28,A172,T2_delivery,M-Rita,2,921.00,0.00
2026-01-28,A173,T1_returns,M-Anika,2,667.00,0.00
2026-01-28,A178,T1_returns,M-Kim,3,635.00,0.00
2026-01-28,A179,T2_delivery,M-Javier,1,419.00,0.00
2026-01-28,A999,unknown,unknown,4,932.00,0.00
2026-01-29,A101,T2_delivery,M-Rita,1,602.00,0.00
2026-01-29,A102,T1_returns,M-Rita,1,652.00,0.00
2026-01-29,A103,T2_delivery,M-Anika,1,773.00,0.00
2026-01-29,A104,T3_accounts,M-Javier,1,713.00,0.00
2026-01-29,A107,T2_delivery,M-Rita,2,462.50,0.00
2026-01-29,A109,T3_accounts,M-Rita,2,325.50,0.00
2026-01-29,A111,T1_returns,M-Anika,1,1466.00,0.00
2026-01-29,A112,T3_accounts,M-Kim,1,262.00,0.00
2026-01-29,A113,T1_returns,M-Anika,3,866.33,0.00
2026-01-29,A114,T2_delivery,M-Anika,1,627.00,0.00
2026-01-29,A115,T1_returns,M-Kim,2,749.00,0.00
2026-01-29,A117,T2_delivery,M-Kim,1,633.00,0.00
2026-01-29,A119,T3_accounts,M-Kim,1,670.00,0.00
2026-01-29,A120,T2_delivery,M-Kim,1,975.00,0.00
2026-01-29,A121,T3_accounts,M-Kim,2,896.50,0.00
2026-01-29,A122,T3_accounts,M-Rita,1,1159.00,0.00
2026-01-29,A125,T3_accounts,M-Rita,2,446.00,0.00
2026-01-29,A126,T3_accounts,M-Rita,2,875.00,0.00
2026-01-29,A127,T1_returns,M-Anika,1,314.00,0.00
2026-01-29,A128,T3_accounts,M-Anika,1,515.00,0.00
2026-01-29,A129,T1_returns,M-Anika,1,569.00,0.00
2026-01-29,A131,T1_returns,M-Rita,1,570.00,0.00
2026-01-29,A133,T1_returns,M-Javier,4,630.00,0.00
2026-01-29,A134,T2_delivery,M-Kim,1,672.00,0.00
2026-01-29,A135,T3_accounts,M-Kim,1,978.00,0.00
2026-01-29,A137,T2_delivery,M-Kim,1,1465.00,0.00
2026-01-29,A138,T1_returns,M-Rita,2,564.50,0.00
2026-01-29,A139,T3_accounts,M-Rita,4,699.75,0.00
2026-01-29,A141,T2_delivery,M-Rita,1,982.00,0.00
2026-01-29,A142,T1_returns,M-Kim,1,1115.00,0.00
2026-01-29,A145,T2_delivery,M-Anika,1,565.00,0.00
2026-01-29,A147,T3_accounts,M-Kim,1,511.00,0.00
2026-01-29,A148,T2_delivery,M-Kim,1,346.00,0.00
2026-01-29,A151,T2_delivery,M-Anika,1,821.00,0.00
2026-01-29,A152,T2_delivery,M-Anika,1,251.00,0.00
2026-01-29,A153,T2_delivery,M-Kim,1,1367.00,0.00
2026-01-29,A154,T2_delivery,M-Kim,2,707.00,0.00
2026-01-29,A155,T2_delivery,M-Javier,2,798.00,0.00
2026-01-29,A157,T1_returns,M-Rita,1,508.00,0.00
2026-01-29,A159,T3_accounts,M-Javier,2,760.50,0.00
2026-01-29,A161,T3_accounts,M-Kim,2,413.50,0.00
2026-01-29,A163,T2_delivery,M-Anika,2,677.00,0.00
2026-01-29,A165,T2_delivery,M-Anika,1,954.00,0.00
2026-01-29,A167,T2_delivery,M-Javier,1,695.00,0.00
2026-01-29,A168,T3_accounts,M-Anika,2,700.50,0.00
2026-01-29,A171,T2_delivery,M-Javier,1,1158.00,0.00
2026-01-29,A176,T2_delivery,M-Anika,3,832.67,0.00
2026-01-29,A177,T2_delivery,M-Javier,1,454.00,0.00
2026-01-29,A178,T1_returns,M-Kim,2,653.50,0.00
2026-01-29,A999,unknown,unknown,4,720.00,0.00
2026-01-30,A100,T3_accounts,M-Kim,2,1045.50,0.00
2026-01-30,A101,T2_delivery,M-Rita,2,793.00,0.00
2026-01-30,A102,T1_returns,M-Rita,2,379.00,0.00
2026-01-30,A104,T3_accounts,M-Javier,1,698.00,0.00
2026-01-30,A106,T1_returns,M-Anika,1,271.00,0.00
2026-01-30,A107,T2_delivery,M-Rita,1,577.00,0.00
2026-01-30,A109,T3_accounts,M-Rita,2,688.00,0.00
2026-01-30,A110,T2_delivery,M-Anika,2,742.50,0.00
2026-01-30,A111,T1_returns,M-Anika,2,540.00,0.00
2026-01-30,A114,T2_delivery,M-Anika,3,460.00,0.00
2026-01-30,A115,T1_returns,M-Kim,1,380.00,0.00
2026-01-30,A116,T2_delivery,M-Kim,2,939.50,0.00
2026-01-30,A118,T1_returns,M-Javier,1,8926.00,0.00
2026-01-30,A119,T3_accounts,M-Kim,2,491.50,0.00
2026-01-30,A121,T3_accounts,M-Kim,1,1560.00,0.00
2026-01-30,A122,T3_accounts,M-Rita,1,514.00,0.00
2026-01-30,A123,T3_accounts,M-Javier,2,449.00,0.00
2026-01-30,A124,T1_returns,M-Javier,1,471.00,0.00
2026-01-30,A125,T3_accounts,M-Rita,2,558.00,0.00
2026-01-30,A126,T3_accounts,M-Rita,2,1171.50,0.00
2026-01-30,A128,T3_accounts,M-Anika,1,858.00,0.00
2026-01-30,A129,T1_returns,M-Anika,1,576.00,0.00
2026-01-30,A131,T1_returns,M-Rita,1,519.00,0.00
2026-01-30,A132,T3_accounts,M-Anika,2,1271.50,0.00
2026-01-30,A134,T2_delivery,M-Kim,3,652.67,0.00
2026-01-30,A135,T3_accounts,M-Kim,2,908.00,0.00
2026-01-30,A136,T3_accounts,M-Anika,1,894.00,0.00
2026-01-30,A138,T1_returns,M-Rita,2,569.50,0.00
2026-01-30,A139,T3_accounts,M-Rita,1,295.00,0.00
2026-01-30,A141,T2_delivery,M-Rita,2,547.50,0.00
2026-01-30,A146,T2_delivery,M-Rita,1,899.00,0.00
2026-01-30,A149,T1_returns,M-Javier,1,905.00,0.00
2026-01-30,A151,T2_delivery,M-Anika,1,421.00,0.00
2026-01-30,A152,T2_delivery,M-Anika,1,306.00,0.00
2026-01-30,A154,T2_delivery,M-Kim,2,5833.50,0.00
2026-01-30,A160,T2_delivery,M-Kim,1,413.00,0.00
2026-01-30,A161,T3_accounts,M-Kim,1,791.00,0.00
2026-01-30,A163,T2_delivery,M-Anika,1,522.00,0.00
2026-01-30,A165,T2_delivery,M-Anika,1,686.00,0.00
2026-01-30,A166,T2_delivery,M-Kim,1,545.00,0.00
2026-01-30,A167,T2_delivery,M-Javier,2,975.00,0.00
