case_id,customer_id,site_code,channel,issue_type,priority,created_at,first_response_seconds,handle_seconds,resolved_at,sla_target_seconds,sla_breached,agent_id,created_ts,resolved_ts,resolution_seconds,invalid_duration_flag,is_open_case,handle_seconds_capped,team,manager
C100076,U11717,SEA3,callback,damaged_item,P3,2026-01-02 07:08:32,197,522,2026-01-02 07:28:47,259200,0,A119,2026-01-02 07:08:32,2026-01-02 07:28:47,1215,0,0,522,T3_accounts,M-Kim
C100512,U13791,DFW2,phone,delivery_delay,P2,09-01-2026 16:03,367,969,2026-01-09 16:39:43,172800,0,A119,2026-01-09 16:03:00,2026-01-09 16:39:43,2203,0,0,969,T3_accounts,M-Kim
C102036,U16695,SEA3,email,refund,P2,2026-02-02 10:24:35,430,1142,02/02/2026 10:47,172800,0,A140,2026-02-02 10:24:35,2026-02-02 10:47:00,1345,0,0,1142,T1_returns,M-Javier
C101771,U13399,PHX1,chat,refund,P3,2026-01-28 20:00:53,334,538,28-01-2026 20:16,259200,0,A153,2026-01-28 20:00:53,2026-01-28 20:16:00,907,0,0,538,T2_delivery,M-Kim
C101319,U5428,JFK5,phone,delivery_delay,P3,01/21/2026 10:17,195,376,2026-01-21 10:28:34,259200,0,A136,2026-01-21 10:17:00,2026-01-21 10:28:34,694,0,0,376,T3_accounts,M-Anika
C102240,U7072,DFW2,phone,damaged_item,P1,2026-02-05 21:07:43,436,898,2026-02-05 21:36:04,86400,0,A149,2026-02-05 21:07:43,2026-02-05 21:36:04,1701,0,0,898,T1_returns,M-Javier
C101044,U12731,SEA3,email,delivery_delay,P2,2026-01-17 13:08:39,155,566,2026-01-17 13:22:18,172800,0,A111,2026-01-17 13:08:39,2026-01-17 13:22:18,819,0,0,566,T1_returns,M-Anika
C101588,U16374,DFW2,email,refund,P3,01/26/2026 19:19,814,1378,2026-01-26 20:15:33,259200,0,A118,2026-01-26 19:19:00,2026-01-26 20:15:33,3393,0,0,1378,T1_returns,M-Javier
C101104,U7625,PHX1,email,damaged_item,P2,01/18/2026 08:16,,641,2026-01-18 08:31:05,172800,0,A999,2026-01-18 08:16:00,2026-01-18 08:31:05,905,0,0,641,unknown,unknown
C103517,U12963,DFW2,phone,refund,P3,2026-02-25 16:38:08,97,514,02/25/2026 16:52,259200,0,A163,2026-02-25 16:38:08,2026-02-25 16:52:00,832,0,0,514,T2_delivery,M-Anika
C100209,U5110,SEA3,chat,unknown,P3,2026-01-04 15:30:50,198,524,01/04/2026 15:38,259200,0,A150,2026-01-04 15:30:50,2026-01-04 15:38:00,430,0,0,524,T3_accounts,M-Kim
C102259,U14846,DFW2,email,delivery_delay,P3,2026-02-05 08:51:29,217,729,02/05/2026 09:09,259200,0,A150,2026-02-05 08:51:29,2026-02-05 09:09:00,1051,0,0,729,T3_accounts,M-Kim
C102674,U15256,DFW2,chat,damaged_item,P2,2026-02-11 10:04:42,60,268,2026-02-11 10:15:23,172800,0,A151,2026-02-11 10:04:42,2026-02-11 10:15:23,641,0,0,268,T2_delivery,M-Anika
C102495,U5490,JFK5,chat,refund,P3,2026-02-09 18:06:25,186,347,2026-02-09 18:13:21,259200,0,A174,2026-02-09 18:06:25,2026-02-09 18:13:21,416,0,0,347,T2_delivery,M-Kim
C103561,U13702,SEA3,phone,payment,P3,2026-02-26 13:30:25,215,560,26-02-2026 13:43,259200,0,A105,2026-02-26 13:30:25,2026-02-26 13:43:00,755,0,0,560,T1_returns,M-Javier
C100912,U5180,SEA3,phone,wrong_item,P2,2026-01-15,170,451,01/15/2026 18:40,172800,0,A174,2026-01-15 00:00:00,2026-01-15 18:40:00,67200,0,0,451,T2_delivery,M-Kim
C101165,U5864,PHX1,phone,wrong_item,P2,2026-01-19 20:15:55,76,399,2026-01-19 20:23:19,172800,0,A142,2026-01-19 20:15:55,2026-01-19 20:23:19,444,0,0,399,T1_returns,M-Kim
C102346,U18153,DFW2,email,delivery_delay,P2,2026-02-06,395,611,2026-02-06 20:33:39,172800,0,A102,2026-02-06 00:00:00,2026-02-06 20:33:39,74019,0,0,611,T1_returns,M-Rita
C100211,U6865,DFW2,phone,payment,P2,05-01-2026 18:20,353,633,05-01-2026 18:38,172800,0,A999,2026-01-05 18:20:00,2026-01-05 18:38:00,1080,0,0,633,unknown,unknown
C100388,U8066,SEA3,phone,delivery_delay,P3,2026-01-07 22:29:20,295,894,2026-01-07 23:07:33,259200,0,A170,2026-01-07 22:29:20,2026-01-07 23:07:33,2293,0,0,894,T3_accounts,M-Javier
C102665,U7823,PHX1,phone,refund,P2,11-02-2026 06:32,163,493,2026-02-11 06:53:47,172800,0,A111,2026-02-11 06:32:00,2026-02-11 06:53:47,1307,0,0,493,T1_returns,M-Anika
C101985,U11633,SEA3,chat,refund,P3,2026-02-01 21:15:13,71,328,01-02-2026 21:23,259200,0,A137,2026-02-01 21:15:13,2026-02-01 21:23:00,467,0,0,328,T2_delivery,M-Kim
C100479,U15640,PHX1,chat,account,P1,2026-01-08 11:18:49,234,427,2026-01-08 11:30:35,86400,0,A109,2026-01-08 11:18:49,2026-01-08 11:30:35,706,0,0,427,T3_accounts,M-Rita
C101693,U11834,PHX1,chat,payment,P3,2026-01-27 08:23:47,132,584,2026-01-27 08:41:41,259200,0,A168,2026-01-27 08:23:47,2026-01-27 08:41:41,1074,0,0,584,T3_accounts,M-Anika
C102161,U16326,SEA3,chat,wrong_item,P3,2026-02-03,93,231,2026-02-03 12:24:10,259200,0,A169,2026-02-03 00:00:00,2026-02-03 12:24:10,44650,0,0,231,T3_accounts,M-Kim
C102311,U9939,PHX1,chat,payment,P3,02/06/2026 20:43,,449,2026-02-06 21:02:56,259200,0,A135,2026-02-06 20:43:00,2026-02-06 21:02:56,1196,0,0,449,T3_accounts,M-Kim
C102021,U16251,PHX1,email,delivery_delay,P3,2026-02-02 20:23:39,815,1571,2026-02-02 21:36:40,259200,0,A166,2026-02-02 20:23:39,2026-02-02 21:36:40,4381,0,0,1571,T2_delivery,M-Kim
C102744,U12058,PHX1,email,wrong_item,P1,2026-02-12 12:38:04,119,773,2026-02-12 13:04:15,86400,0,A150,2026-02-12 12:38:04,2026-02-12 13:04:15,1571,0,0,773,T3_accounts,M-Kim
C101444,U13498,SEA3,email,refund,P3,2026-01-23 13:26:16,,1226,2026-01-23 14:05:07,259200,0,A111,2026-01-23 13:26:16,2026-01-23 14:05:07,2331,0,0,1226,T1_returns,M-Anika
C102454,U17312,DFW2,phone,wrong_item,P3,2026-02-08 08:11:19,523,961,2026-02-08 08:32:47,259200,0,A133,2026-02-08 08:11:19,2026-02-08 08:32:47,1288,0,0,961,T1_returns,M-Javier
C103705,U9458,PHX1,phone,payment,P2,2026-02-28 19:51:25,69,394,2026-02-28 19:58:35,172800,0,A100,2026-02-28 19:51:25,2026-02-28 19:58:35,430,0,0,394,T3_accounts,M-Kim
C101876,U14356,SEA3,phone,payment,P1,2026-01-30 18:06:57,225,423,30-01-2026 18:15,86400,0,A175,2026-01-30 18:06:57,2026-01-30 18:15:00,483,0,0,423,T1_returns,M-Anika
C101260,U16031,SEA3,email,wrong_item,P2,2026-01-21 09:54:05,691,1298,01/21/2026 10:25,172800,0,A162,2026-01-21 09:54:05,2026-01-21 10:25:00,1855,0,0,1298,T1_returns,M-Kim
C101198,U12318,SEA3,chat,delivery_delay,P3,2026-01-20 14:13:09,139,260,2026-01-20 14:25:13,259200,0,A148,2026-01-20 14:13:09,2026-01-20 14:25:13,724,0,0,260,T2_delivery,M-Kim
C101772,U7791,DFW2,chat,refund,P2,2026-01-28 06:11:34,201,716,2026-01-28 06:37:59,172800,0,A999,2026-01-28 06:11:34,2026-01-28 06:37:59,1585,0,0,716,unknown,unknown
C101936,U14666,SEA3,email,delivery_delay,P3,2026-01-30 10:00:24,284,882,2026-01-30 10:31:49,259200,0,A176,2026-01-30 10:00:24,2026-01-30 10:31:49,1885,0,0,882,T2_delivery,M-Anika
C102962,U17965,JFK5,email,damaged_item,P2,2026-02-16 10:04:02,354,626,16-02-2026 10:27,172800,0,A147,2026-02-16 10:04:02,2026-02-16 10:27:00,1378,0,0,626,T3_accounts,M-Kim
C103221,U16635,JFK5,callback,refund,P3,2026-02-20 16:32:42,395,624,2026-02-20 16:59:36,259200,0,A113,2026-02-20 16:32:42,2026-02-20 16:59:36,1614,0,0,624,T1_returns,M-Anika
C103585,U11955,JFK5,chat,delivery_delay,P2,2026-02-26 08:29:36,76,243,2026-02-26 08:35:25,172800,0,A156,2026-02-26 08:29:36,2026-02-26 08:35:25,349,0,0,243,T2_delivery,M-Javier
C101351,U7071,DFW2,phone,payment,P3,2026-01-22 21:25:58,148,354,2026-01-22,259200,0,A130,2026-01-22 21:25:58,2026-01-22 00:00:00,,1,0,354,T1_returns,M-Rita
C103078,U12950,JFK5,email,wrong_item,P3,2026-02-18 19:45:10,464,801,2026-02-18 20:18:50,259200,0,A175,2026-02-18 19:45:10,2026-02-18 20:18:50,2020,0,0,801,T1_returns,M-Anika
C103001,U14278,DFW2,chat,delivery_delay,P2,2026-02-17 15:42:18,180,377,2026-02-17 15:57:27,172800,0,A178,2026-02-17 15:42:18,2026-02-17 15:57:27,909,0,0,377,T1_returns,M-Kim
C100977,U7571,PHX1,phone,delivery_delay,P1,01/16/2026 19:13,292,839,01/16/2026 19:40,86400,0,A136,2026-01-16 19:13:00,2026-01-16 19:40:00,1620,0,0,839,T3_accounts,M-Anika
C101616,U9338,SEA3,phone,delivery_delay,P2,2026-01-26 13:23:49,124,425,2026-01-26 13:43:37,172800,0,A169,2026-01-26 13:23:49,2026-01-26 13:43:37,1188,0,0,425,T3_accounts,M-Kim
C100583,U18971,DFW2,email,refund,P2,2026-01-10 06:40:45,692,1477,2026-01-10 07:23:24,172800,0,A155,2026-01-10 06:40:45,2026-01-10 07:23:24,2559,0,0,1477,T2_delivery,M-Javier
C103161,U8843,JFK5,chat,account,P2,2026-02-19 14:23:41,111,465,2026-02-19 14:41:15,172800,0,A106,2026-02-19 14:23:41,2026-02-19 14:41:15,1054,0,0,465,T1_returns,M-Anika
C102897,U13254,SEA3,phone,damaged_item,P2,2026-02-15 10:30:01,218,397,,172800,0,A124,2026-02-15 10:30:01,2026-03-27 18:28:02,3484681,0,1,397,T1_returns,M-Javier
C101422,U10904,DFW2,chat,payment,P2,01/22/2026 16:43,116,408,2026-01-22 16:51:22,172800,0,A149,2026-01-22 16:43:00,2026-01-22 16:51:22,502,0,0,408,T1_returns,M-Javier
C100421,U16050,DFW2,email,refund,P2,2026-01-07 18:12:12,,1370,01/07/2026 18:59,172800,0,A158,2026-01-07 18:12:12,2026-01-07 18:59:00,2808,0,0,1370,T2_delivery,M-Kim
C103459,U8367,PHX1,chat,account,P3,2026-02-24 07:32:57,82,444,2026-02-24,259200,0,A139,2026-02-24 07:32:57,2026-02-24 00:00:00,,1,0,444,T3_accounts,M-Rita
C103389,U6935,PHX1,callback,unknown,P3,02/23/2026 16:25,375,1087,2026-02-23 17:07:45,259200,0,A106,2026-02-23 16:25:00,2026-02-23 17:07:45,2565,0,0,1087,T1_returns,M-Anika
C103474,U14049,SEA3,chat,wrong_item,P2,2026-02-24 21:41:22,446,697,,172800,0,A111,2026-02-24 21:41:22,2026-03-27 18:28:02,2666800,0,1,697,T1_returns,M-Anika
C102148,U13581,JFK5,email,unknown,P2,2026-02-03 09:31:42,213,666,2026-02-03 09:47:52,172800,0,A117,2026-02-03 09:31:42,2026-02-03 09:47:52,970,0,0,666,T2_delivery,M-Kim
C102052,U8297,DFW2,phone,refund,P2,2026-02-02 20:18:01,408,848,2026-02-02 20:57:30,172800,0,A103,2026-02-02 20:18:01,2026-02-02 20:57:30,2369,0,0,848,T2_delivery,M-Anika
C101068,U12485,SEA3,email,wrong_item,P1,01/17/2026 20:19,206,633,2026-01-17 20:37:41,86400,0,A999,2026-01-17 20:19:00,2026-01-17 20:37:41,1121,0,0,633,unknown,unknown
C101349,U8215,JFK5,email,wrong_item,P2,2026-01-22 20:27:11,526,958,2026-01-22 21:07:25,172800,0,A151,2026-01-22 20:27:11,2026-01-22 21:07:25,2414,0,0,958,T2_delivery,M-Anika
C103471,U17809,DFW2,callback,account,P2,2026-02-24 10:19:55,,568,2026-02-24 10:32:00,172800,0,A170,2026-02-24 10:19:55,2026-02-24 10:32:00,725,0,0,568,T3_accounts,M-Javier
C103657,U5229,SEA3,chat,payment,P3,2026-02-27 13:46:51,71,429,2026-02-27 13:58:28,259200,0,A156,2026-02-27 13:46:51,2026-02-27 13:58:28,697,0,0,429,T2_delivery,M-Javier
C103264,U7632,SEA3,phone,refund,P2,2026-02-21 14:43:47,215,412,2026-02-21 14:52:15,172800,0,A165,2026-02-21 14:43:47,2026-02-21 14:52:15,508,0,0,412,T2_delivery,M-Anika
C101105,U11577,DFW2,phone,wrong_item,P2,2026-01-18 18:50:10,,658,01/18/2026 19:02,172800,0,A115,2026-01-18 18:50:10,2026-01-18 19:02:00,710,0,0,658,T1_returns,M-Kim
C102140,U6315,JFK5,phone,account,P2,2026-02-03 20:00:50,249,500,2026-02-03 20:11:28,172800,0,A157,2026-02-03 20:00:50,2026-02-03 20:11:28,638,0,0,500,T1_returns,M-Rita
C101571,U16512,JFK5,callback,delivery_delay,P1,01/26/2026 18:06,560,1141,01/26/2026 18:29,86400,0,A122,2026-01-26 18:06:00,2026-01-26 18:29:00,1380,0,0,1141,T3_accounts,M-Rita
C102804,U17088,SEA3,phone,wrong_item,P1,02/13/2026 14:35,327,511,2026-02-13 14:54:59,86400,0,A167,2026-02-13 14:35:00,2026-02-13 14:54:59,1199,0,0,511,T2_delivery,M-Javier
C100143,U9914,JFK5,phone,wrong_item,P3,01/02/2026 08:28,278,655,2026-01-02 08:45:34,259200,0,A120,2026-01-02 08:28:00,2026-01-02 08:45:34,1054,0,0,655,T2_delivery,M-Kim
C103460,U12394,PHX1,chat,account,P2,2026-02-24,134,595,2026-02-24 08:03:31,172800,0,A999,2026-02-24 00:00:00,2026-02-24 08:03:31,29011,0,0,595,unknown,unknown
C101864,U13015,DFW2,phone,refund,P2,2026-01-29 19:28:25,284,866,2026-01-29 19:49:20,172800,0,A133,2026-01-29 19:28:25,2026-01-29 19:49:20,1255,0,0,866,T1_returns,M-Javier
C101650,U17109,JFK5,chat,delivery_delay,P2,2026-01-27 07:16:54,146,381,2026-01-27 07:24:17,172800,0,A149,2026-01-27 07:16:54,2026-01-27 07:24:17,443,0,0,381,T1_returns,M-Javier
C100228,U6923,PHX1,phone,refund,P2,2026-01-05 19:06:47,441,760,2026-01-05 19:22:35,172800,0,A130,2026-01-05 19:06:47,2026-01-05 19:22:35,948,0,0,760,T1_returns,M-Rita
C100040,U17547,SEA3,phone,wrong_item,P3,2026-01-01 22:27:53,207,760,01-01-2026 22:55,259200,0,A166,2026-01-01 22:27:53,2026-01-01 22:55:00,1627,0,0,760,T2_delivery,M-Kim
C102015,U18838,SEA3,phone,delivery_delay,P2,01-02-2026 08:13,,953,2026-02-01 08:36:47,172800,0,A173,2026-02-01 08:13:00,2026-02-01 08:36:47,1427,0,0,953,T1_returns,M-Anika
C103279,U11269,PHX1,email,delivery_delay,P3,2026-02-21 10:10:57,216,523,2026-02-21 10:18:29,259200,0,A153,2026-02-21 10:10:57,2026-02-21 10:18:29,452,0,0,523,T2_delivery,M-Kim
C101049,U17418,SEA3,phone,unknown,P2,01/17/2026 07:23,,738,2026-01-17 07:45:17,172800,0,A999,2026-01-17 07:23:00,2026-01-17 07:45:17,1337,0,0,738,unknown,unknown
C102509,U14380,JFK5,chat,account,P3,2026-02-09 11:20:40,152,379,2026-02-09 11:32:03,259200,0,A135,2026-02-09 11:20:40,2026-02-09 11:32:03,683,0,0,379,T3_accounts,M-Kim
C102357,U11119,PHX1,chat,refund,P3,2026-02-06 11:55:56,251,609,2026-02-06 12:09:45,259200,0,A126,2026-02-06 11:55:56,2026-02-06 12:09:45,829,0,0,609,T3_accounts,M-Rita
C102640,U13573,DFW2,chat,payment,P3,2026-02-11 08:33:59,243,393,2026-02-11 08:51:22,259200,0,A169,2026-02-11 08:33:59,2026-02-11 08:51:22,1043,0,0,393,T3_accounts,M-Kim
C102868,U7507,SEA3,chat,payment,P3,02/14/2026 20:27,,374,2026-02-14 20:38:01,259200,0,A162,2026-02-14 20:27:00,2026-02-14 20:38:01,661,0,0,374,T1_returns,M-Kim
C100882,U17478,SEA3,chat,payment,P2,2026-01-15 08:31:03,101,316,01/15/2026 08:44,172800,0,A167,2026-01-15 08:31:03,2026-01-15 08:44:00,777,0,0,316,T2_delivery,M-Javier
C100306,U12105,DFW2,chat,refund,P2,2026-01-06 06:28:17,253,470,2026-01-06 06:38:37,172800,0,A154,2026-01-06 06:28:17,2026-01-06 06:38:37,620,0,0,470,T2_delivery,M-Kim
C101226,U18520,PHX1,callback,unknown,P2,2026-01-20 06:57:50,306,1131,2026-01-20 07:31:34,172800,0,A126,2026-01-20 06:57:50,2026-01-20 07:31:34,2024,0,0,1131,T3_accounts,M-Rita
C100106,U5815,JFK5,email,refund,P2,01/02/2026 12:24,157,693,01/02/2026 12:51,172800,0,A110,2026-01-02 12:24:00,2026-01-02 12:51:00,1620,0,0,693,T2_delivery,M-Anika
C100515,U11586,DFW2,phone,refund,P1,2026-01-09 09:31:38,418,736,01/09/2026 10:00,86400,0,A141,2026-01-09 09:31:38,2026-01-09 10:00:00,1702,0,0,736,T2_delivery,M-Rita
C102753,U10827,JFK5,chat,damaged_item,P2,2026-02-12 15:49:55,75,310,2026-02-12 15:56:29,172800,0,A149,2026-02-12 15:49:55,2026-02-12 15:56:29,394,0,0,310,T1_returns,M-Javier
C100794,U12851,JFK5,chat,delivery_delay,P2,2026-01-14 19:01:39,153,578,2026-01-14 19:17:45,172800,0,A107,2026-01-14 19:01:39,2026-01-14 19:17:45,966,0,0,578,T2_delivery,M-Rita
C102236,U9878,DFW2,chat,delivery_delay,P3,2026-02-04 07:19:32,113,249,2026-02-04,259200,0,A146,2026-02-04 07:19:32,2026-02-04 00:00:00,,1,0,249,T2_delivery,M-Rita
C101292,U7784,PHX1,chat,unknown,P1,2026-01-21 07:10:57,134,240,2026-01-21 07:16:39,86400,0,A150,2026-01-21 07:10:57,2026-01-21 07:16:39,342,0,0,240,T3_accounts,M-Kim
C101321,U6305,JFK5,email,delivery_delay,P2,01/21/2026 11:36,491,1157,2026-01-21 12:15:10,172800,0,A170,2026-01-21 11:36:00,2026-01-21 12:15:10,2350,0,0,1157,T3_accounts,M-Javier
C102560,U13449,JFK5,phone,delivery_delay,P2,2026-02-10 06:06:21,158,446,2026-02-10 06:23:17,172800,0,A100,2026-02-10 06:06:21,2026-02-10 06:23:17,1016,0,0,446,T3_accounts,M-Kim
C101440,U15157,JFK5,chat,delivery_delay,P2,23-01-2026 19:35,300,655,01/23/2026 19:54,172800,0,A162,2026-01-23 19:35:00,2026-01-23 19:54:00,1140,0,0,655,T1_returns,M-Kim
C100403,U16217,DFW2,chat,delivery_delay,P2,2026-01-07 18:53:24,292,484,2026-01-07 19:13:20,172800,0,A134,2026-01-07 18:53:24,2026-01-07 19:13:20,1196,0,0,484,T2_delivery,M-Kim
C103757,U16345,SEA3,chat,delivery_delay,P1,2026-03-01 11:07:35,162,362,2026-03-01 11:17:21,86400,0,A129,2026-03-01 11:07:35,2026-03-01 11:17:21,586,0,0,362,T1_returns,M-Anika
C102464,U5173,DFW2,email,refund,P2,2026-02-08 17:15:55,613,1136,2026-02-08 17:39:34,172800,0,A105,2026-02-08 17:15:55,2026-02-08 17:39:34,1419,0,0,1136,T1_returns,M-Javier
C103113,U11764,DFW2,phone,damaged_item,P2,02/19/2026 12:51,497,799,2026-02-19 13:22:51,172800,0,A169,2026-02-19 12:51:00,2026-02-19 13:22:51,1911,0,0,799,T3_accounts,M-Kim
C100861,U15279,SEA3,email,refund,P3,2026-01-15 13:19:12,302,1053,2026-01-15 14:06:24,259200,0,A102,2026-01-15 13:19:12,2026-01-15 14:06:24,2832,0,0,1053,T1_returns,M-Rita
C101255,U8356,JFK5,chat,delivery_delay,P2,2026-01-21 07:02:54,,285,2026-01-21,172800,0,A105,2026-01-21 07:02:54,2026-01-21 00:00:00,,1,0,285,T1_returns,M-Javier
C101219,U7685,JFK5,phone,payment,P1,2026-01-20 21:50:14,147,390,2026-01-20 22:02:36,86400,0,A147,2026-01-20 21:50:14,2026-01-20 22:02:36,742,0,0,390,T3_accounts,M-Kim
C101091,U13793,PHX1,chat,refund,P1,2026-01-18 11:10:06,105,277,2026-01-18,86400,0,A156,2026-01-18 11:10:06,2026-01-18 00:00:00,,1,0,277,T2_delivery,M-Javier
C101884,U17761,PHX1,email,unknown,P3,2026-01-30 19:45:50,610,1560,2026-01-30 20:43:32,259200,0,A121,2026-01-30 19:45:50,2026-01-30 20:43:32,3462,0,0,1560,T3_accounts,M-Kim
C100434,U12719,JFK5,chat,account,P3,2026-01-07 09:47:03,125,227,2026-01-07 09:53:10,259200,0,A102,2026-01-07 09:47:03,2026-01-07 09:53:10,367,0,0,227,T1_returns,M-Rita
C101299,U7689,JFK5,phone,payment,P2,01/21/2026 10:52,212,880,2026-01-21,172800,0,A999,2026-01-21 10:52:00,2026-01-21 00:00:00,,1,0,880,unknown,unknown
C102798,U8354,SEA3,chat,unknown,P2,2026-02-13 06:51:24,,696,,172800,0,A127,2026-02-13 06:51:24,2026-03-27 18:28:02,3670598,0,1,696,T1_returns,M-Anika
C101722,U17755,JFK5,chat,refund,P1,01/27/2026 17:58,287,588,27-01-2026 18:10,86400,0,A176,2026-01-27 17:58:00,2026-01-27 18:10:00,720,0,0,588,T2_delivery,M-Anika
C102568,U6446,SEA3,phone,damaged_item,P2,2026-02-10 11:02:20,282,628,02/10/2026 11:31,172800,0,A113,2026-02-10 11:02:20,2026-02-10 11:31:00,1720,0,0,628,T1_returns,M-Anika
C103091,U15043,PHX1,chat,refund,P2,02/18/2026 09:13,203,443,18-02-2026 09:31,172800,0,A142,2026-02-18 09:13:00,2026-02-18 09:31:00,1080,0,0,443,T1_returns,M-Kim
C100476,U16445,PHX1,phone,payment,P3,2026-01-08 17:19:21,152,776,2026-01-08 17:51:13,259200,0,A159,2026-01-08 17:19:21,2026-01-08 17:51:13,1912,0,0,776,T3_accounts,M-Javier
C102493,U5513,PHX1,callback,damaged_item,P2,2026-02-09 07:08:23,350,1093,2026-02-09 07:46:41,172800,0,A164,2026-02-09 07:08:23,2026-02-09 07:46:41,2298,0,0,1093,T1_returns,M-Anika
C102807,U12214,SEA3,phone,refund,P3,2026-02-13,363,850,2026-02-13 10:29:29,259200,0,A117,2026-02-13 00:00:00,2026-02-13 10:29:29,37769,0,0,850,T2_delivery,M-Kim
C100803,U16805,PHX1,chat,account,P2,2026-01-14 14:13:11,272,670,01/14/2026 14:35,172800,0,A167,2026-01-14 14:13:11,2026-01-14 14:35:00,1309,0,0,670,T2_delivery,M-Javier
C101595,U15244,PHX1,chat,wrong_item,P2,26-01-2026 09:32,141,310,2026-01-26 09:42:31,172800,0,A129,2026-01-26 09:32:00,2026-01-26 09:42:31,631,0,0,310,T1_returns,M-Anika
C100536,U9788,PHX1,chat,wrong_item,P2,2026-01-09 07:04:23,225,460,01/09/2026 07:19,172800,0,A157,2026-01-09 07:04:23,2026-01-09 07:19:00,877,0,0,460,T1_returns,M-Rita
C103046,U17311,JFK5,phone,payment,P3,18-02-2026 19:36,241,845,2026-02-18 19:53:49,259200,0,A111,2026-02-18 19:36:00,2026-02-18 19:53:49,1069,0,0,845,T1_returns,M-Anika
C102641,U10081,JFK5,chat,damaged_item,P3,2026-02-11 18:27:37,212,419,2026-02-11 18:41:32,259200,0,A122,2026-02-11 18:27:37,2026-02-11 18:41:32,835,0,0,419,T3_accounts,M-Rita
C100624,U7497,JFK5,email,account,P2,11-01-2026 13:27,530,1469,2026-01-11 13:50:07,172800,0,A156,2026-01-11 13:27:00,2026-01-11 13:50:07,1387,0,0,1469,T2_delivery,M-Javier
C100965,U13402,JFK5,chat,refund,P3,2026-01-16 09:22:51,86,300,16-01-2026 09:33,259200,0,A109,2026-01-16 09:22:51,2026-01-16 09:33:00,609,0,0,300,T3_accounts,M-Rita
C102352,U8511,SEA3,chat,account,P2,2026-02-06 18:00:59,359,682,2026-02-06 18:25:22,172800,0,A165,2026-02-06 18:00:59,2026-02-06 18:25:22,1463,0,0,682,T2_delivery,M-Anika
C101541,U15504,DFW2,chat,delivery_delay,P3,25-01-2026 17:24,417,679,2026-01-25 17:42:17,259200,0,A110,2026-01-25 17:24:00,2026-01-25 17:42:17,1097,0,0,679,T2_delivery,M-Anika
C102234,U18449,PHX1,phone,delivery_delay,P2,2026-02-04,357,637,,172800,0,A116,2026-02-04 00:00:00,2026-03-27 18:28:02,4472882,0,1,637,T2_delivery,M-Kim
C101679,U16278,SEA3,chat,delivery_delay,P1,2026-01-27 11:06:08,191,714,,86400,0,A170,2026-01-27 11:06:08,2026-03-27 18:28:02,5124114,0,1,714,T3_accounts,M-Javier
C101309,U16330,JFK5,phone,refund,P3,2026-01-21 14:26:10,117,399,2026-01-21 14:44:45,259200,0,A170,2026-01-21 14:26:10,2026-01-21 14:44:45,1115,0,0,399,T3_accounts,M-Javier
C103426,U8554,SEA3,phone,delivery_delay,P2,2026-02-24 16:48:12,251,646,,172800,0,A179,2026-02-24 16:48:12,2026-03-27 18:28:02,2684390,0,1,646,T2_delivery,M-Javier
C103769,U13478,DFW2,phone,wrong_item,P2,2026-03-01 16:36:40,479,876,2026-03-01 16:51:49,172800,0,A146,2026-03-01 16:36:40,2026-03-01 16:51:49,909,0,0,876,T2_delivery,M-Rita
C102011,U15020,JFK5,chat,delivery_delay,P2,2026-02-01 19:24:22,121,661,01-02-2026 19:39,172800,0,A160,2026-02-01 19:24:22,2026-02-01 19:39:00,878,0,0,661,T2_delivery,M-Kim
C100341,U10911,PHX1,chat,account,P2,01/06/2026 08:50,102,398,,172800,0,A137,2026-01-06 08:50:00,2026-03-27 18:28:02,6946682,0,1,398,T2_delivery,M-Kim
C103747,U16104,SEA3,phone,refund,P2,2026-03-01 14:43:17,75,424,03/01/2026 14:49,172800,0,A148,2026-03-01 14:43:17,2026-03-01 14:49:00,343,0,0,424,T2_delivery,M-Kim
C101227,U12415,DFW2,chat,delivery_delay,P2,20-01-2026 09:52,154,315,2026-01-20 09:58:34,172800,0,A115,2026-01-20 09:52:00,2026-01-20 09:58:34,394,0,0,315,T1_returns,M-Kim
C101801,U5491,JFK5,phone,payment,P1,2026-01-29 10:01:12,136,508,2026-01-29 10:16:27,86400,0,A157,2026-01-29 10:01:12,2026-01-29 10:16:27,915,0,0,508,T1_returns,M-Rita
C101399,U15314,PHX1,phone,delivery_delay,P2,01/22/2026 22:03,222,629,2026-01-22 22:18:20,172800,0,A166,2026-01-22 22:03:00,2026-01-22 22:18:20,920,0,0,629,T2_delivery,M-Kim
C100120,U16229,JFK5,callback,damaged_item,P2,01/02/2026 10:38,627,1252,2026-01-02 11:35:18,172800,0,A167,2026-01-02 10:38:00,2026-01-02 11:35:18,3438,0,0,1252,T2_delivery,M-Javier
C101277,U13302,PHX1,email,account,P2,2026-01-21 08:38:18,,1501,2026-01-21 09:19:00,172800,0,A121,2026-01-21 08:38:18,2026-01-21 09:19:00,2442,0,0,1501,T3_accounts,M-Kim
C101809,U13722,JFK5,callback,payment,P2,01/29/2026 10:36,243,511,29-01-2026 10:49,172800,0,A147,2026-01-29 10:36:00,2026-01-29 10:49:00,780,0,0,511,T3_accounts,M-Kim
C102192,U15677,JFK5,email,account,P3,02/04/2026 06:20,376,946,2026-02-04 06:40:29,259200,0,A125,2026-02-04 06:20:00,2026-02-04 06:40:29,1229,0,0,946,T3_accounts,M-Rita
